Region,Country,Year,Reference date,Reference,URL,NATLEX ISN,General remarks
Americas,United States,2017,1998-10-21,"The Worker Adjustment and Retraining Notification Act [WARN] of 1988, as amended up to Public Law 105-277 of 21 October 1998, 29 U.S.C secs. 2101 to 2109",http://www.law.cornell.edu/uscode/html/uscode29/usc_sec_29_00002101----000-.html,6641.0,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2009-01-29,"Age Discrimination in Employment Act of 1967 [ADEA] as last amended by the Lilly Ledbetter Fair Pay Act 2009, 29 U.S.C secs. 621-634",http://www.eeoc.gov/laws/statutes/adea.cfm,18815.0,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2009-01-29,"Americans with Disabilities Act of 1990 [ADA], as last amended by the Lilly Ledbetter Fair Pay Act 2009, 42 U.S.C. secs. 12101 to 12213",http://www.eeoc.gov/laws/statutes/ada.cfm,31145.0,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2010-07-21,"Sarbanes-Oxley Act of 2002 [SOX], Title VII Corporate and Criminal Fraud and accountability [sec. 806], Public Law 107-204, last amended by Public law 111-203 of 21 July 2010, 18 U.S.C. Section 1514A",http://www.law.cornell.edu/uscode/text/18/1514A,,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2009-12-21,"Family and Medical Leave Act of 1993 [FMLA], as amended through December 2009, 29 U.S.C. secs. 2611-2654",http://www.dol.gov/whd/fmla/fmlaAmended.htm#SEC_102_LEAVE_REQUIREMENT,33397.0,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2004-01-01,"Occupational Health and Safety Act of 1970 [OSHA], as amended through January 2004, 29 U.S.C. secs. 651-678",http://www.osha.gov/pls/oshaweb/owadisp.show_document?p_table=OSHACT&p_id=2743,18611.0,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2008-05-21,"Genetic Information Nondiscrimination Act of 21 May 2008 (GINA), 42 U.S.C. sec. 2000ff to 2000ff-11 (in force since 21 November 2009)",http://www.law.cornell.edu/uscode/text/42/chapter-21F,78621.0,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2008-10-13,"The Jury System Improvements Act of 1978 (JSIA), Pub. L. 95-572, as amended by Public Law 110-406 of 13 October 2008, 28 U.S.C. sec. 1861 et seq.",http://www.law.cornell.edu/uscode/28/usc_sup_01_28_10_V_20_121.html,,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2016-01-01,"Fair Labour Standards Act (FLSA) of 1938, last amended in 2016",https://www.dol.gov/whd/regs/statutes/FairLaborStandAct.pdf,,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,United States,2017,2014-07-24,"Executive Order 13672, July 24, 2014",https://www.gpo.gov/fdsys/pkg/FR-2014-07-23/pdf/2014-17522.pdf,,"<b>There is no federal law regulating the termination of employment as such. The United States has an &quot;at will&quot; employment system which allows for the dismissal of workers for any reason, or for no reason at all. In addition, there are no statutory procedural requirements to be observed with the exception of notice requirements in the event of mass dismissal, as set out in the WARN Act)</b>.<br/>In the American States, with the exceptions of the State of Montana, the Commonwealth of Puerto Rico, and the non-metropolitan territory of the US Virgin Islands, as yet there is no legislation specifically focused on employment termination.<br/><br/>Most of the laws listed under &quot;reference&quot; are federal anti discrimination laws which operate to provide some measure of protection to employees in regard to termination.<br/>The relevant federal statutes listed here are supplemented in many of the fifty states by similar legislation.<br/><br/>It is worth noting that an attempt has been made to provide legislative guidelines for dismissals under a model act. In 1991, the National Conference of Commissioners of Uniform State Laws adopted a Model Employment Termination Act (META) which would protect workers from dismissal without good cause by an employer. The model legislation is similar in scope and intention to the ILO Termination of Employment Convention, 1982 (No. 158). As of 2010, only Delaware has enacted a version of META.<br/><br/><br/>"
Americas,Uruguay,2019,2006-01-10,Labour Laws at the site of the Ministry of Labour and Social Security<br/>,http://www.mtss.gub.uy/index.php?option=com_content&task=view&id=1613&Itemid=1613,,"In Uruguay, there are generic laws regulating basic rights, but most of the Employment relations are regulated by collective agreements and individual contracts of employment. The following laws provide rules for dismissals depending on the type of worker: Laws Nos. 10.489 and 10.542 /1944, 12.156 /1954, Law N° 12.597 /1958,  Law N° 13.555 /1966, Legislative Decree N° 14.188 /1974, Legislative Decree N° 14.407 /1975 and N° 14.000/1971, Law N° 16.074/1990 (stability of workers victims of occupational accidents and ilnesses); Law 17.940/2006 (stability of trade union members)."
Americas,Uruguay,2019,2013-10-16,Law No 19.133/2013 (youth Employment),https://www.impo.com.uy/bases/leyes/19133-2013,,"In Uruguay, there are generic laws regulating basic rights, but most of the Employment relations are regulated by collective agreements and individual contracts of employment. The following laws provide rules for dismissals depending on the type of worker: Laws Nos. 10.489 and 10.542 /1944, 12.156 /1954, Law N° 12.597 /1958,  Law N° 13.555 /1966, Legislative Decree N° 14.188 /1974, Legislative Decree N° 14.407 /1975 and N° 14.000/1971, Law N° 16.074/1990 (stability of workers victims of occupational accidents and ilnesses); Law 17.940/2006 (stability of trade union members)."
Americas,Uruguay,2019,2009-10-08,Shortening of Labour Procedures (Abreviación de Procesos Laborales),https://legislativo.parlamento.gub.uy/temporales/leytemp9148198.htm,,"In Uruguay, there are generic laws regulating basic rights, but most of the Employment relations are regulated by collective agreements and individual contracts of employment. The following laws provide rules for dismissals depending on the type of worker: Laws Nos. 10.489 and 10.542 /1944, 12.156 /1954, Law N° 12.597 /1958,  Law N° 13.555 /1966, Legislative Decree N° 14.188 /1974, Legislative Decree N° 14.407 /1975 and N° 14.000/1971, Law N° 16.074/1990 (stability of workers victims of occupational accidents and ilnesses); Law 17.940/2006 (stability of trade union members)."
Europe,Uzbekistan,2019,2010-12-22,Labour Code of the Republic of Uzbekistan as last amended by Law No.03/19/514/2450 of 10 January 2019.<br/>Link provided for in Russian,http://fmc.uz/legisl.php?id=k_trud,87861.0,
Americas,"Venezuela, Bolivarian Republic of",2019,2012-04-30,"Organic Labour Law [OLL] of April 2012 (Ley Orgánica del Trabajo, los Trabajadores y las Trabajadoras - available in Spanish)",http://www.onapre.gob.ve/index.php/publicaciones/descargas/finish/43-ley-organica-del-trabajo-los-trabajadores-y-las-trabajadoras/210-ley-organica-del-trabajo-los-trabajadores-y-las-trabajadoras,90040.0,
Americas,"Venezuela, Bolivarian Republic of",2019,2013-04-30,"Organic Labour Law Regulation on working time [OLLR], 30 April 2013 (Reglamento Parcial de la Ley Orgánica del Trabajo, los Trabajadores y las Trabajadoras sobre el tiempo de trabajo - available in Spanish)",https://aldiavenezuela.microjuris.com/2013/05/03/reglamento-parcial-del-decreto-de-ley-organica-del-trabajo-los-trabajadores-y-las-trabajadoras/,,
Americas,"Venezuela, Bolivarian Republic of",2019,2002-08-13,"Organic Labour Procedure Law [OLPL], 13 August 2002 (Ley Orgánica Procesal del Trabajo - available in Spanish),",,64100.0,
Americas,"Venezuela, Bolivarian Republic of",2019,2018-12-28,Presidential Decree No. 2.158 of 28 December 2015 (Decree providing certain workers with immunity from dismissals for the year 2015) and <br/>Presidential Decree No. 3.708 of 28 December 2018 (Decree providing certain workers with immunity from dismissals for the year 2018 - until 2020,,,
Americas,"Venezuela, Bolivarian Republic of",2019,1993-08-13,Law on Equal Opportunities for Women (Ley de igualdad de oportunidades para la mujer).,,37516.0,
Asia,Viet Nam,2012,2002-04-02,"Labour Code of the Social Republic of Viet Nam [LC], 23 June 1994 as amended by Law 35-2002-QH10 of 2 April 2002",http://www.global-standards.com/Resources/VNLaborCode1994-2002.pdf,38229.0,"Changes brought by the new Labour Code (in force since May, 1st 2013, will be reflected in the EPLex profile for 2013."
Asia,Viet Nam,2012,2003-05-09,Decree No. 44-2003-ND-CP making detailed provisions and providing guidelines for implementation of a number of articles of the Labour Code with respect to labour contracts,http://moj.gov.vn/vbpq/en/Lists/Vn%20bn%20php%20lut/View_Detail.aspx?ItemID=8813,,"Changes brought by the new Labour Code (in force since May, 1st 2013, will be reflected in the EPLex profile for 2013."
Asia,Viet Nam,2012,2010-05-06,"Decree No. 47/2010/ND-CP of May 06, 2010, on administrative sanctioning of violations of the Labor Law",http://www.ilo.org/dyn/travail/docs/907/Decree%20on%20administrative%20sanctioning%20of%20violations%20of%20the%20Labor%20Law%202010.pdf,,"Changes brought by the new Labour Code (in force since May, 1st 2013, will be reflected in the EPLex profile for 2013."
Asia,Viet Nam,2012,2007-08-08,"Decree No. 133/2007/ND-CP of August 8, 2007, providing detailed regulations and guidelines on the laws amending the Labour Code regarding Labour dispute resolution",http://www.thuvienphapluat.vn/archive/Nghi-dinh/133-2007-ND-CP-vb84182t11.aspx,,"Changes brought by the new Labour Code (in force since May, 1st 2013, will be reflected in the EPLex profile for 2013."
Arab States,Yemen,2013,2003-03-05,"Labour Code [LC], Act No. 5 of 1995, last amended in 2003",,44043.0,
Arab States,Yemen,2013,1997-04-06,Law No. 25 of 1997 amending certain provisions of the Presidential Order to promulgate the Labour Code No. 5 of 1995 [LCA],,50059.0,
Arab States,Yemen,2013,2002-08-31,Law No. 35 of 2002 on the organisation of Workers&apos; Trade Unions (unofficial French translation),,67566.0,
Europe,Serbia,2019,2018-12-07,"Labour Law [LL], dated 2005 as last amended in 2018 by Law No. 95/2018<br/>Consolidated version available in English",https://www.paragraf.rs/propisi/employment-act-republic-serbiahtml,,
Europe,Serbia,2019,2018-01-01,"Act on Peaceful Settlement of Labour Disputes, 2004 as last amended with Law No 50/2018",https://www.ramrrs.gov.rs/en/regulations,71205.0,
Europe,Serbia,2019,2018-11-09,The Civil Procedure Act (Litigation Law) – Proceedings Arising from Employment (Official Gazette of the Republic of Serbia&quot; No. 125/04 and 111/2009),https://arhiva.mpravde.gov.rs/en/articles/legislation-activities/relevant-legislation-in-the-area-of-judiciary/civil-matter/,,
Europe,Serbia,2019,2010-01-01,"The Law on Prevention of Harassment at Work “Official Gazette of the Republic of Serbia”, no. 36/10",https://www.ilo.org/aids/legislation/WCMS_170961/lang--en/index.htm,,
Africa,South Africa,2019,2018-11-27,"Labour Relations Act [LRA], No. 66 of 1995, as last amended by the Labour Relations Amendment Act, No. 8 of 2018",http://www.labour.gov.za/DOL/legislation/acts,43174.0,
Africa,South Africa,2019,2018-11-27,"Basic Conditions of Employment Act [BCEA], No. 75 of 1997 as last amended by Basic Conditions of Employment Amendment Act, No. 7 of 2018, in force as of November 2018",http://www.labour.gov.za/DOL/legislation/acts,49064.0,
Africa,South Africa,2019,1995-12-13,"Code of good practice on dismissal (Schedule 8 to the Labour Relations Act 66 of 1995) <br/><i>[Please note that, although this Code is not binding, it should be used by employers as a guideline when exercising their powers of discipline and dismissal. In addition, it must be considered by any competent authority assessing whether or not the dismissal is fair]</i>",https://www.labourguide.co.za/discipline-dismissal/461-code-of-good-practice-dismissal-general,,
Africa,Zambia,2019,2017-12-19,"The Employment Act [EA], Chapter 268, (Act No. 57 of 1965, as last amended by Act No. 20 of 2017)",http://www.parliament.gov.zm/node/4824,56996.0,
Africa,Zambia,2019,1997-12-18,"Industrial and Labour Relations Act, [ILRA] 1993 (No. 27 of 1993), as amended by the Industrial and Labour Relations (Amendment) Act, 1997 (No. 30 of 1997)",http://www.parliament.gov.zm/sites/default/files/documents/acts/Industrial%20and%20Labour%20Relations%20Act.pdf,33394.0,
Africa,Zambia,2019,2008-09-24,"Industrial and Labour Relations (Amendment) Act, 2008 (No. 8 of 2008)",,80488.0,
Africa,Zambia,2019,1994-01-01,"Minimum Wages and Conditions of Employment Act, Cap. 276 [MWCEA], No. 25 of 1982, as amended by Act No. 13 of 1994",http://www.mywage.org/zambia/pdf-files/3._chapter_276_minimum_wages.pdf,65459.0,
Africa,Zambia,2019,2010-12-30,"Minimum Wages and Conditions of Employment (General) Order [MWCEGO], 2010 (S.I. No.2 of 2011)",http://www.ilo.org/dyn/natlex/docs/MONOGRAPH/96082/113425/F1340851518/ZMB96082.pdf,96082.0,
Africa,Zambia,2019,2012-07-04,"Minimum Wages and Conditions of Employment (General) (Amendment) Order, 2012 (Statutory Instrument No. 46 of  2012)",http://www.mlss.gov.zm/upload/SI/SI%20general.pdf,,
Africa,Zambia,2019,2010-12-30,"Minimum Wages and Conditions of Employment (Shop Workers) Order [MWCESO], 2010 (S.I. No. 1 of 2011)",,82356.0,
Africa,Zambia,2019,2017-12-19,Industrial and Labour Relations (Amendment) Act (No. 19 of 2017),http://www.parliament.gov.zm/sites/default/files/documents/acts/The%20Industrial%20and%20Labour%20Relations%20%28Amendment%29%20Act%20No.%2019%20%202017.pdf,,
Africa,Zambia,2019,2012-07-04,"Minimum Wages and Conditions of Employment (Shop Workers) (Amendment) Order, 2012 (Statutory Instrument No. 47 of 2012)",http://www.mlss.gov.zm/upload/SI/SI%20shop%20workers.pdf,,
